Sessione;Elezione;Nome_Elezione;Sezione;Municipio;CollCam;CollSen;CollPro;Lista;Voti
05/06/2016;1;Elezioni Comunali - Sindaco;29;5;;;;Nicolo' Mardegan;19
05/06/2016;1;Elezioni Comunali - Sindaco;30;8;;;;Nicolo' Mardegan;20
05/06/2016;1;Elezioni Comunali - Sindaco;31;8;;;;Nicolo' Mardegan;18
05/06/2016;1;Elezioni Comunali - Sindaco;32;3;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;33;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;34;7;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;35;4;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;36;1;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;37;7;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;38;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;39;1;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;40;4;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;41;1;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;42;6;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;43;1;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;44;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;45;7;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;46;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;47;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;48;1;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;49;7;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;50;9;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;54;1;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;55;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;56;1;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;57;6;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;58;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;59;8;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;61;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;64;6;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;65;1;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;66;8;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;69;1;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;72;8;;;;Nicolo' Mardegan;17
05/06/2016;1;Elezioni Comunali - Sindaco;73;1;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;74;8;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;78;1;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;79;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;80;6;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;82;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;83;1;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;84;6;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;86;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;87;1;;;;Nicolo' Mardegan;12
05/06/2016;1;Elezioni Comunali - Sindaco;88;5;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;91;2;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;92;8;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;93;1;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;94;1;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;97;8;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;99;1;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;100;6;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;104;3;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;105;8;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;106;3;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;109;1;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;110;3;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;111;3;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;112;3;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;113;3;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;114;3;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;116;3;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;117;2;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;119;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;120;9;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;122;4;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;123;4;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;125;9;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;126;4;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;128;4;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;129;4;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;130;4;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;131;4;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;135;4;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;138;4;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;139;4;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;140;4;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;141;4;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;142;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;144;8;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;146;4;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;147;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;149;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;151;4;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;152;4;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;153;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;157;4;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;158;4;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;160;1;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;161;5;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;162;1;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;164;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;167;1;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;168;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;169;1;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;172;8;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;173;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;175;4;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;177;8;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;179;1;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;181;5;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;182;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;184;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;185;6;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;186;4;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;187;6;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;188;4;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;189;4;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;190;4;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;191;4;;;;Nicolo' Mardegan;13
05/06/2016;1;Elezioni Comunali - Sindaco;193;4;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;195;4;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;196;5;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;197;8;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;198;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;199;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;200;5;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;201;5;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;204;7;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;205;8;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;206;5;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;207;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;208;5;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;212;5;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;213;5;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;214;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;215;5;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;217;5;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;220;1;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;221;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;223;1;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;224;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;226;1;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;229;5;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;230;5;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;232;2;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;234;5;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;235;5;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;236;5;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;237;5;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;238;5;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;240;5;;;;Nicolo' Mardegan;10
05/06/2016;1;Elezioni Comunali - Sindaco;242;5;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;243;5;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;246;1;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;250;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;251;4;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;252;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;257;1;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;259;8;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;262;5;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;263;1;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;264;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;265;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;269;1;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;271;1;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;272;1;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;274;6;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;277;4;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;279;5;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;280;5;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;281;5;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;282;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;284;5;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;286;6;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;288;6;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;291;5;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;292;5;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;294;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;295;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;297;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;299;6;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;300;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;301;6;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;303;6;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;305;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;306;6;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;309;6;;;;Nicolo' Mardegan;12
05/06/2016;1;Elezioni Comunali - Sindaco;311;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;313;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;315;6;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;316;6;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;317;1;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;319;6;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;320;6;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;321;4;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;322;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;323;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;324;6;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;325;6;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;326;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;327;6;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;329;5;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;331;7;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;333;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;334;1;;;;Nicolo' Mardegan;11
05/06/2016;1;Elezioni Comunali - Sindaco;335;9;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;336;1;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;337;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;338;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;340;5;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;342;1;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;343;9;;;;Nicolo' Mardegan;15
05/06/2016;1;Elezioni Comunali - Sindaco;345;1;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;346;1;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;348;4;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;350;1;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;351;8;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;353;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;354;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;357;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;362;7;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;363;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;364;2;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;365;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;366;8;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;367;7;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;368;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;370;8;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;371;6;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;372;7;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;373;1;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;375;7;;;;Nicolo' Mardegan;12
05/06/2016;1;Elezioni Comunali - Sindaco;377;8;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;378;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;379;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;381;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;383;5;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;384;7;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;385;6;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;386;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;387;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;388;7;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;389;7;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;391;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;393;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;394;7;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;396;2;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;397;8;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;399;8;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;400;8;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;401;7;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;402;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;403;7;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;406;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;407;7;;;;Nicolo' Mardegan;1
05/06/2016;1;Elezioni Comunali - Sindaco;409;7;;;;Nicolo' Mardegan;8
05/06/2016;1;Elezioni Comunali - Sindaco;411;7;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;414;7;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;415;1;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;416;1;;;;Nicolo' Mardegan;9
05/06/2016;1;Elezioni Comunali - Sindaco;417;1;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;418;1;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;422;1;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;423;8;;;;Nicolo' Mardegan;15
05/06/2016;1;Elezioni Comunali - Sindaco;424;1;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;425;8;;;;Nicolo' Mardegan;15
05/06/2016;1;Elezioni Comunali - Sindaco;426;8;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;427;1;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;428;8;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;430;8;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;431;8;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;433;7;;;;Nicolo' Mardegan;6
05/06/2016;1;Elezioni Comunali - Sindaco;435;8;;;;Nicolo' Mardegan;0
05/06/2016;1;Elezioni Comunali - Sindaco;436;7;;;;Nicolo' Mardegan;4
05/06/2016;1;Elezioni Comunali - Sindaco;437;7;;;;Nicolo' Mardegan;5
05/06/2016;1;Elezioni Comunali - Sindaco;438;7;;;;Nicolo' Mardegan;7
05/06/2016;1;Elezioni Comunali - Sindaco;439;8;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;440;8;;;;Nicolo' Mardegan;2
05/06/2016;1;Elezioni Comunali - Sindaco;441;8;;;;Nicolo' Mardegan;17
05/06/2016;1;Elezioni Comunali - Sindaco;444;8;;;;Nicolo' Mardegan;30
05/06/2016;1;Elezioni Comunali - Sindaco;446;8;;;;Nicolo' Mardegan;32
05/06/2016;1;Elezioni Comunali - Sindaco;447;8;;;;Nicolo' Mardegan;3
05/06/2016;1;Elezioni Comunali - Sindaco;449;8;;;;Nicolo' Mardegan;16
